timestamp,speed_bin,position_bin,k_anonymity,l_diversity,delta_presence
2024-08-22 09:30:07,1.0,"(30.0, 50.0)",26,2,5
2024-08-22 09:30:07,1.0,"(0.0, 50.0)",10,1,1
2024-08-22 09:30:07,1.0,"(10.0, 0.0)",21,1,3
2024-08-22 09:30:07,0.5,"(30.0, 40.0)",27,3,5
2024-08-22 09:30:07,1.5,"(20.0, 20.0)",4,1,1
2024-08-22 09:30:07,0.5,"(30.0, 20.0)",22,2,4
2024-08-22 09:30:07,0.5,"(20.0, 20.0)",26,3,4
2024-08-22 09:30:07,1.0,"(30.0, 20.0)",40,2,5
2024-08-22 09:30:07,2.0,"(10.0, 50.0)",1,1,1
2024-08-22 09:30:07,1.0,"(30.0, 0.0)",18,1,3
2024-08-22 09:30:07,0.0,"(30.0, 10.0)",70,4,7
2024-08-22 09:30:07,0.0,"(0.0, 10.0)",20,2,2
2024-08-22 09:30:07,1.0,"(10.0, 30.0)",36,2,5
2024-08-22 09:30:07,1.5,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:07,1.5,"(0.0, 20.0)",8,1,1
2024-08-22 09:30:07,1.0,"(50.0, 10.0)",36,3,6
2024-08-22 09:30:07,1.0,"(40.0, 40.0)",49,3,6
2024-08-22 09:30:07,1.0,"(20.0, 20.0)",26,1,4
2024-08-22 09:30:07,1.5,"(0.0, 30.0)",5,1,1
2024-08-22 09:30:07,1.0,"(20.0, 0.0)",25,1,3
2024-08-22 09:30:07,0.0,"(20.0, 40.0)",143,5,17
2024-08-22 09:30:07,1.5,"(50.0, 0.0)",12,1,2
2024-08-22 09:30:07,0.5,"(0.0, 20.0)",2,1,1
2024-08-22 09:30:07,0.5,"(10.0, 10.0)",2,1,1
2024-08-22 09:30:07,1.5,"(40.0, 10.0)",18,1,3
2024-08-22 09:30:07,0.0,"(10.0, 20.0)",142,5,15
2024-08-22 09:30:07,1.5,"(10.0, 30.0)",1,1,1
2024-08-22 09:30:07,0.0,"(40.0, 40.0)",108,2,13
2024-08-22 09:30:07,1.0,"(40.0, 0.0)",26,2,5
2024-08-22 09:30:07,1.0,"(30.0, 10.0)",30,3,3
2024-08-22 09:30:07,0.0,"(50.0, 30.0)",80,4,9
2024-08-22 09:30:07,1.0,"(10.0, 50.0)",30,2,3
2024-08-22 09:30:07,1.0,"(30.0, 30.0)",33,2,5
2024-08-22 09:30:07,0.0,"(20.0, 0.0)",45,4,5
2024-08-22 09:30:07,0.5,"(20.0, 40.0)",4,2,4
2024-08-22 09:30:07,0.5,"(40.0, 10.0)",4,1,1
2024-08-22 09:30:07,0.0,"(0.0, 0.0)",86,4,9
2024-08-22 09:30:07,0.0,"(30.0, 50.0)",144,4,15
2024-08-22 09:30:07,1.0,"(10.0, 20.0)",31,3,5
2024-08-22 09:30:07,1.0,"(50.0, 20.0)",31,2,5
2024-08-22 09:30:07,1.0,"(20.0, 10.0)",53,3,9
2024-08-22 09:30:08,0.0,"(10.0, 30.0)",89,3,12
2024-08-22 09:30:08,0.0,"(30.0, 50.0)",130,3,13
2024-08-22 09:30:08,1.0,"(10.0, 50.0)",27,2,3
2024-08-22 09:30:08,0.5,"(50.0, 20.0)",28,2,4
2024-08-22 09:30:08,0.0,"(40.0, 20.0)",140,4,14
2024-08-22 09:30:08,0.5,"(30.0, 40.0)",17,3,5
2024-08-22 09:30:08,1.0,"(0.0, 40.0)",40,2,4
2024-08-22 09:30:08,0.0,"(0.0, 0.0)",80,4,8
2024-08-22 09:30:08,0.0,"(20.0, 20.0)",101,3,11
2024-08-22 09:30:08,0.0,"(50.0, 10.0)",144,5,15
2024-08-22 09:30:08,0.0,"(50.0, 30.0)",78,5,11
2024-08-22 09:30:08,1.0,"(50.0, 10.0)",26,3,4
2024-08-22 09:30:08,0.5,"(0.0, 10.0)",13,2,3
2024-08-22 09:30:08,1.0,"(40.0, 20.0)",16,2,2
2024-08-22 09:30:08,0.5,"(40.0, 0.0)",4,1,1
2024-08-22 09:30:08,1.5,"(10.0, 20.0)",2,1,1
2024-08-22 09:30:08,1.0,"(0.0, 50.0)",10,1,1
2024-08-22 09:30:08,1.0,"(20.0, 40.0)",69,3,9
2024-08-22 09:30:08,0.0,"(20.0, 40.0)",134,5,17
2024-08-22 09:30:08,1.5,"(30.0, 20.0)",13,1,3
2024-08-22 09:30:08,0.5,"(10.0, 50.0)",19,2,2
2024-08-22 09:30:08,0.0,"(10.0, 10.0)",91,3,11
2024-08-22 09:30:08,0.0,"(40.0, 0.0)",78,3,8
2024-08-22 09:30:08,1.5,"(50.0, 10.0)",9,1,1
2024-08-22 09:30:08,1.0,"(10.0, 30.0)",26,2,4
2024-08-22 09:30:08,0.5,"(10.0, 0.0)",14,2,3
2024-08-22 09:30:08,1.0,"(30.0, 40.0)",38,3,5
2024-08-22 09:30:08,0.0,"(20.0, 10.0)",110,4,11
2024-08-22 09:30:08,1.0,"(40.0, 0.0)",21,1,3
2024-08-22 09:30:08,0.0,"(40.0, 50.0)",80,4,8
2024-08-22 09:30:08,0.0,"(50.0, 50.0)",11,2,2
2024-08-22 09:30:08,1.0,"(20.0, 30.0)",49,2,6
2024-08-22 09:30:08,1.0,"(50.0, 40.0)",17,1,3
2024-08-22 09:30:08,1.0,"(40.0, 10.0)",40,2,5
2024-08-22 09:30:08,1.0,"(40.0, 40.0)",50,3,7
2024-08-22 09:30:08,1.0,"(10.0, 40.0)",58,2,8
2024-08-22 09:30:08,1.5,"(0.0, 30.0)",1,1,1
2024-08-22 09:30:08,0.0,"(0.0, 50.0)",49,3,5
2024-08-22 09:30:08,0.0,"(20.0, 0.0)",50,4,5
2024-08-22 09:30:08,1.5,"(10.0, 10.0)",43,1,6
2024-08-22 09:30:08,0.0,"(10.0, 20.0)",133,5,14
2024-08-22 09:30:08,3.5,"(0.0, 20.0)",6,1,1
2024-08-22 09:30:08,1.5,"(0.0, 20.0)",1,1,1
2024-08-22 09:30:08,1.0,"(20.0, 50.0)",12,2,3
2024-08-22 09:30:08,1.0,"(30.0, 0.0)",20,1,2
2024-08-22 09:30:08,1.0,"(50.0, 30.0)",23,2,4
2024-08-22 09:30:08,1.5,"(30.0, 40.0)",3,1,1
2024-08-22 09:30:08,0.5,"(20.0, 10.0)",1,1,1
2024-08-22 09:30:08,0.0,"(30.0, 40.0)",101,3,12
2024-08-22 09:30:08,0.5,"(10.0, 30.0)",39,3,7
2024-08-22 09:30:08,1.5,"(50.0, 40.0)",29,1,4
2024-08-22 09:30:08,1.0,"(30.0, 10.0)",35,3,4
2024-08-22 09:30:08,0.5,"(20.0, 30.0)",4,1,3
2024-08-22 09:30:08,0.0,"(50.0, 0.0)",20,2,2
2024-08-22 09:30:08,0.0,"(0.0, 40.0)",50,2,5
2024-08-22 09:30:08,1.5,"(50.0, 0.0)",10,1,1
2024-08-22 09:30:08,0.5,"(40.0, 20.0)",12,1,2
2024-08-22 09:30:08,0.5,"(40.0, 10.0)",6,1,3
2024-08-22 09:30:08,1.5,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:08,1.5,"(40.0, 50.0)",10,1,1
2024-08-22 09:30:08,0.0,"(20.0, 30.0)",43,3,5
2024-08-22 09:30:08,1.0,"(30.0, 30.0)",29,2,4
2024-08-22 09:30:08,0.0,"(20.0, 50.0)",51,3,6
2024-08-22 09:30:08,1.0,"(40.0, 50.0)",10,1,1
2024-08-22 09:30:08,2.5,"(0.0, 30.0)",1,1,1
2024-08-22 09:30:08,2.5,"(0.0, 50.0)",1,1,1
2024-08-22 09:30:08,0.0,"(30.0, 0.0)",50,2,5
2024-08-22 09:30:08,1.0,"(10.0, 10.0)",38,3,5
2024-08-22 09:30:08,0.5,"(10.0, 20.0)",38,3,6
2024-08-22 09:30:08,1.0,"(50.0, 50.0)",4,1,1
2024-08-22 09:30:08,1.0,"(50.0, 0.0)",2,1,1
2024-08-22 09:30:08,0.5,"(20.0, 20.0)",23,3,4
2024-08-22 09:30:08,0.0,"(30.0, 20.0)",79,4,9
2024-08-22 09:30:08,0.5,"(20.0, 50.0)",19,2,2
2024-08-22 09:30:08,0.5,"(30.0, 10.0)",12,2,2
2024-08-22 09:30:08,0.5,"(30.0, 20.0)",25,2,4
2024-08-22 09:30:08,0.0,"(40.0, 10.0)",77,4,9
2024-08-22 09:30:08,1.0,"(10.0, 0.0)",13,1,3
2024-08-22 09:30:08,1.0,"(20.0, 0.0)",20,1,2
2024-08-22 09:30:08,0.0,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:08,1.0,"(0.0, 30.0)",10,1,1
2024-08-22 09:30:08,1.5,"(20.0, 30.0)",4,1,2
2024-08-22 09:30:08,1.0,"(20.0, 20.0)",42,2,7
2024-08-22 09:30:08,1.5,"(40.0, 20.0)",23,2,3
2024-08-22 09:30:08,1.5,"(10.0, 30.0)",3,1,1
2024-08-22 09:30:08,0.0,"(50.0, 40.0)",97,3,12
2024-08-22 09:30:08,0.5,"(50.0, 0.0)",6,1,1
2024-08-22 09:30:08,0.5,"(40.0, 30.0)",5,2,3
2024-08-22 09:30:08,0.0,"(40.0, 30.0)",87,5,10
2024-08-22 09:30:08,1.0,"(30.0, 20.0)",41,2,6
2024-08-22 09:30:08,0.5,"(10.0, 10.0)",9,1,6
2024-08-22 09:30:08,1.0,"(0.0, 0.0)",10,1,1
2024-08-22 09:30:08,0.0,"(30.0, 10.0)",73,4,8
2024-08-22 09:30:08,1.5,"(50.0, 30.0)",4,1,2
2024-08-22 09:30:08,1.5,"(30.0, 30.0)",30,1,4
2024-08-22 09:30:08,1.5,"(40.0, 10.0)",18,1,3
2024-08-22 09:30:08,0.5,"(20.0, 40.0)",11,2,4
2024-08-22 09:30:08,0.5,"(0.0, 50.0)",11,2,2
2024-08-22 09:30:08,1.0,"(10.0, 20.0)",40,3,7
2024-08-22 09:30:08,1.5,"(20.0, 40.0)",12,1,2
2024-08-22 09:30:08,0.5,"(50.0, 30.0)",26,3,5
2024-08-22 09:30:08,0.0,"(0.0, 10.0)",22,3,3
2024-08-22 09:30:08,0.5,"(10.0, 40.0)",18,2,4
2024-08-22 09:30:08,1.0,"(0.0, 20.0)",17,1,2
2024-08-22 09:30:08,0.5,"(50.0, 40.0)",24,1,3
2024-08-22 09:30:08,0.0,"(0.0, 30.0)",79,3,8
2024-08-22 09:30:08,1.0,"(30.0, 50.0)",48,3,5
2024-08-22 09:30:08,0.0,"(0.0, 20.0)",50,3,5
2024-08-22 09:30:08,0.5,"(40.0, 40.0)",37,3,6
2024-08-22 09:30:08,0.0,"(40.0, 40.0)",102,2,12
2024-08-22 09:30:08,3.5,"(0.0, 30.0)",3,1,1
2024-08-22 09:30:08,0.0,"(50.0, 20.0)",66,3,7
2024-08-22 09:30:08,1.5,"(30.0, 50.0)",10,1,1
2024-08-22 09:30:08,0.0,"(10.0, 0.0)",103,3,11
2024-08-22 09:30:08,0.5,"(30.0, 30.0)",17,2,4
2024-08-22 09:30:08,1.0,"(0.0, 10.0)",34,2,4
2024-08-22 09:30:08,1.0,"(40.0, 30.0)",46,2,6
2024-08-22 09:30:08,0.5,"(30.0, 50.0)",13,3,4
2024-08-22 09:30:08,1.5,"(50.0, 50.0)",8,1,1
2024-08-22 09:30:08,1.5,"(10.0, 40.0)",6,2,3
2024-08-22 09:30:08,1.0,"(20.0, 10.0)",59,3,6
2024-08-22 09:30:08,1.5,"(40.0, 40.0)",3,1,1
2024-08-22 09:30:08,0.0,"(10.0, 40.0)",68,4,8
2024-08-22 09:30:08,1.5,"(20.0, 20.0)",6,1,1
2024-08-22 09:30:08,1.5,"(40.0, 0.0)",1,1,1
2024-08-22 09:30:08,0.0,"(30.0, 30.0)",94,5,11
2024-08-22 09:30:08,1.0,"(50.0, 20.0)",15,2,3
2024-08-22 09:30:08,1.5,"(30.0, 10.0)",18,1,2
2024-08-22 09:30:09,1.5,"(10.0, 50.0)",17,1,2
2024-08-22 09:30:09,0.5,"(20.0, 50.0)",13,2,2
2024-08-22 09:30:09,1.5,"(30.0, 30.0)",28,1,3
2024-08-22 09:30:09,1.5,"(20.0, 20.0)",6,1,1
2024-08-22 09:30:09,0.0,"(10.0, 10.0)",90,3,11
2024-08-22 09:30:09,0.5,"(50.0, 20.0)",15,2,3
2024-08-22 09:30:09,1.5,"(10.0, 20.0)",3,1,1
2024-08-22 09:30:09,0.0,"(10.0, 0.0)",83,3,9
2024-08-22 09:30:09,0.0,"(50.0, 30.0)",86,5,9
2024-08-22 09:30:09,1.5,"(50.0, 30.0)",10,1,1
2024-08-22 09:30:09,1.5,"(30.0, 20.0)",3,1,1
2024-08-22 09:30:09,0.5,"(0.0, 10.0)",6,1,1
2024-08-22 09:30:09,0.5,"(20.0, 30.0)",8,1,1
2024-08-22 09:30:09,0.5,"(10.0, 0.0)",17,2,2
2024-08-22 09:30:09,0.0,"(20.0, 20.0)",110,3,11
2024-08-22 09:30:09,0.0,"(40.0, 50.0)",73,4,8
2024-08-22 09:30:09,0.5,"(40.0, 30.0)",2,1,1
2024-08-22 09:30:09,1.0,"(50.0, 0.0)",10,1,1
2024-08-22 09:30:09,1.0,"(10.0, 10.0)",48,3,7
2024-08-22 09:30:09,0.0,"(30.0, 50.0)",145,3,15
2024-08-22 09:30:09,2.5,"(0.0, 50.0)",1,1,1
2024-08-22 09:30:09,0.0,"(40.0, 10.0)",76,4,8
2024-08-22 09:30:09,1.0,"(40.0, 50.0)",3,1,1
2024-08-22 09:30:09,1.5,"(0.0, 0.0)",1,1,1
2024-08-22 09:30:09,1.0,"(10.0, 30.0)",29,2,5
2024-08-22 09:30:09,0.5,"(10.0, 40.0)",10,1,1
2024-08-22 09:30:09,0.5,"(50.0, 0.0)",10,1,1
2024-08-22 09:30:09,0.0,"(30.0, 10.0)",79,4,8
2024-08-22 09:30:09,1.0,"(50.0, 10.0)",23,2,3
2024-08-22 09:30:09,1.0,"(10.0, 50.0)",20,1,2
2024-08-22 09:30:09,1.5,"(10.0, 30.0)",8,1,1
2024-08-22 09:30:09,0.0,"(20.0, 40.0)",138,5,16
2024-08-22 09:30:09,0.0,"(40.0, 30.0)",92,5,10
2024-08-22 09:30:09,0.0,"(40.0, 40.0)",90,2,10
2024-08-22 09:30:09,0.5,"(30.0, 50.0)",32,2,5
2024-08-22 09:30:09,1.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:09,1.0,"(0.0, 0.0)",1,1,1
2024-08-22 09:30:09,0.0,"(30.0, 20.0)",89,4,9
2024-08-22 09:30:09,1.0,"(50.0, 20.0)",16,1,2
2024-08-22 09:30:09,0.5,"(0.0, 0.0)",6,1,1
2024-08-22 09:30:09,1.0,"(10.0, 40.0)",90,2,9
2024-08-22 09:30:09,1.0,"(20.0, 50.0)",22,2,4
2024-08-22 09:30:09,1.0,"(40.0, 0.0)",20,1,2
2024-08-22 09:30:09,0.0,"(20.0, 50.0)",44,3,5
2024-08-22 09:30:09,1.5,"(10.0, 40.0)",3,1,1
2024-08-22 09:30:09,0.5,"(50.0, 40.0)",28,2,5
2024-08-22 09:30:09,0.5,"(50.0, 30.0)",21,2,3
2024-08-22 09:30:09,0.5,"(0.0, 50.0)",10,1,1
2024-08-22 09:30:09,1.5,"(20.0, 50.0)",3,1,1
2024-08-22 09:30:09,1.5,"(40.0, 20.0)",26,2,4
2024-08-22 09:30:09,1.0,"(0.0, 40.0)",20,2,2
2024-08-22 09:30:09,1.0,"(20.0, 40.0)",56,3,9
2024-08-22 09:30:09,0.0,"(0.0, 40.0)",50,2,5
2024-08-22 09:30:09,0.5,"(30.0, 40.0)",27,2,4
2024-08-22 09:30:09,1.0,"(30.0, 40.0)",48,3,6
2024-08-22 09:30:09,1.0,"(20.0, 20.0)",47,3,8
2024-08-22 09:30:09,0.5,"(10.0, 10.0)",11,2,5
2024-08-22 09:30:09,1.0,"(40.0, 20.0)",20,3,4
2024-08-22 09:30:09,0.0,"(50.0, 0.0)",20,2,2
2024-08-22 09:30:09,0.0,"(30.0, 40.0)",86,3,11
2024-08-22 09:30:09,0.5,"(20.0, 40.0)",9,2,4
2024-08-22 09:30:09,1.0,"(40.0, 40.0)",56,3,7
2024-08-22 09:30:09,0.0,"(40.0, 20.0)",134,4,14
2024-08-22 09:30:09,0.5,"(10.0, 20.0)",29,3,6
2024-08-22 09:30:09,3.5,"(0.0, 20.0)",10,1,1
2024-08-22 09:30:09,1.5,"(40.0, 50.0)",13,1,2
2024-08-22 09:30:09,0.5,"(40.0, 40.0)",34,3,5
2024-08-22 09:30:09,1.0,"(40.0, 10.0)",35,2,5
2024-08-22 09:30:09,0.5,"(30.0, 30.0)",17,2,2
2024-08-22 09:30:09,0.5,"(20.0, 20.0)",19,2,2
2024-08-22 09:30:09,1.0,"(20.0, 0.0)",20,1,2
2024-08-22 09:30:09,0.5,"(40.0, 20.0)",15,1,3
2024-08-22 09:30:09,0.0,"(20.0, 30.0)",47,3,6
2024-08-22 09:30:09,1.0,"(30.0, 10.0)",45,3,5
2024-08-22 09:30:09,1.5,"(40.0, 10.0)",21,1,3
2024-08-22 09:30:09,1.0,"(50.0, 40.0)",42,1,7
2024-08-22 09:30:09,0.0,"(20.0, 10.0)",110,4,12
2024-08-22 09:30:09,1.5,"(10.0, 0.0)",4,1,1
2024-08-22 09:30:09,0.0,"(50.0, 50.0)",10,1,1
2024-08-22 09:30:09,0.0,"(30.0, 30.0)",103,5,11
2024-08-22 09:30:09,1.0,"(10.0, 20.0)",45,3,5
2024-08-22 09:30:09,0.5,"(10.0, 30.0)",35,3,7
2024-08-22 09:30:09,1.0,"(0.0, 50.0)",10,1,1
2024-08-22 09:30:09,1.5,"(30.0, 40.0)",16,1,3
2024-08-22 09:30:09,0.0,"(50.0, 20.0)",69,3,7
2024-08-22 09:30:09,1.5,"(10.0, 10.0)",52,1,7
2024-08-22 09:30:09,0.5,"(40.0, 50.0)",11,2,2
2024-08-22 09:30:09,0.5,"(50.0, 10.0)",1,1,1
2024-08-22 09:30:09,0.0,"(10.0, 40.0)",57,3,6
2024-08-22 09:30:09,1.5,"(50.0, 40.0)",9,1,3
2024-08-22 09:30:09,1.0,"(40.0, 30.0)",35,2,5
2024-08-22 09:30:09,1.5,"(40.0, 30.0)",4,2,2
2024-08-22 09:30:09,0.0,"(50.0, 10.0)",145,5,15
2024-08-22 09:30:09,1.0,"(30.0, 0.0)",20,1,2
2024-08-22 09:30:09,0.5,"(30.0, 10.0)",23,2,4
2024-08-22 09:30:09,1.0,"(20.0, 30.0)",39,2,6
2024-08-22 09:30:09,1.5,"(30.0, 10.0)",3,1,1
2024-08-22 09:30:09,1.0,"(30.0, 30.0)",22,2,3
2024-08-22 09:30:09,0.0,"(10.0, 30.0)",81,4,11
2024-08-22 09:30:09,1.0,"(10.0, 0.0)",31,1,4
2024-08-22 09:30:09,1.5,"(50.0, 0.0)",4,1,1
2024-08-22 09:30:09,0.0,"(30.0, 0.0)",50,2,5
2024-08-22 09:30:09,0.0,"(0.0, 30.0)",80,3,8
2024-08-22 09:30:09,0.0,"(0.0, 50.0)",49,3,5
2024-08-22 09:30:09,0.5,"(20.0, 10.0)",1,1,1
2024-08-22 09:30:09,0.0,"(20.0, 0.0)",50,4,5
2024-08-22 09:30:09,0.0,"(0.0, 20.0)",50,3,5
2024-08-22 09:30:09,1.0,"(0.0, 20.0)",10,1,1
2024-08-22 09:30:09,1.0,"(30.0, 50.0)",24,3,5
2024-08-22 09:30:09,0.5,"(30.0, 20.0)",21,2,3
2024-08-22 09:30:09,1.5,"(50.0, 10.0)",10,1,1
2024-08-22 09:30:09,0.5,"(0.0, 40.0)",10,1,1
2024-08-22 09:30:09,1.0,"(30.0, 20.0)",41,2,6
2024-08-22 09:30:09,1.0,"(0.0, 10.0)",20,2,2
2024-08-22 09:30:09,0.0,"(0.0, 10.0)",30,3,3
2024-08-22 09:30:09,1.0,"(20.0, 10.0)",56,3,6
2024-08-22 09:30:09,1.0,"(50.0, 30.0)",34,2,5
2024-08-22 09:30:09,0.0,"(40.0, 0.0)",70,3,7
2024-08-22 09:30:09,1.0,"(0.0, 30.0)",10,1,1
2024-08-22 09:30:09,0.0,"(0.0, 0.0)",73,4,8
2024-08-22 09:30:09,0.0,"(50.0, 40.0)",91,3,10
2024-08-22 09:30:09,0.5,"(10.0, 50.0)",17,2,2
2024-08-22 09:30:09,1.5,"(40.0, 0.0)",9,1,1
2024-08-22 09:30:09,0.0,"(10.0, 20.0)",131,6,15
2024-08-22 09:30:09,1.5,"(20.0, 40.0)",10,1,1
2024-08-22 09:30:09,0.0,"(10.0, 50.0)",23,2,3
2024-08-22 09:30:10,0.0,"(10.0, 10.0)",10,3,10
2024-08-22 09:30:10,0.5,"(50.0, 40.0)",4,2,4
2024-08-22 09:30:10,0.0,"(30.0, 10.0)",9,4,9
2024-08-22 09:30:10,0.0,"(40.0, 30.0)",9,5,9
2024-08-22 09:30:10,1.5,"(50.0, 30.0)",1,1,1
2024-08-22 09:30:10,0.5,"(20.0, 40.0)",1,1,1
2024-08-22 09:30:10,1.0,"(10.0, 30.0)",4,2,4
2024-08-22 09:30:10,0.5,"(40.0, 40.0)",4,3,4
2024-08-22 09:30:10,1.0,"(40.0, 50.0)",1,1,1
2024-08-22 09:30:10,0.5,"(10.0, 10.0)",2,2,2
2024-08-22 09:30:10,0.0,"(50.0, 10.0)",13,4,13
2024-08-22 09:30:10,0.5,"(10.0, 50.0)",2,2,2
2024-08-22 09:30:10,1.5,"(40.0, 20.0)",3,1,3
2024-08-22 09:30:10,1.0,"(20.0, 40.0)",7,3,7
2024-08-22 09:30:10,0.0,"(0.0, 20.0)",5,3,5
2024-08-22 09:30:10,1.5,"(30.0, 40.0)",3,1,3
2024-08-22 09:30:10,0.5,"(50.0, 10.0)",1,1,1
2024-08-22 09:30:10,0.5,"(0.0, 50.0)",1,1,1
2024-08-22 09:30:10,0.0,"(0.0, 40.0)",5,2,5
2024-08-22 09:30:10,0.5,"(20.0, 30.0)",1,1,1
2024-08-22 09:30:10,1.0,"(10.0, 0.0)",3,1,3
2024-08-22 09:30:10,0.0,"(10.0, 30.0)",8,4,8
2024-08-22 09:30:10,0.0,"(30.0, 0.0)",5,2,5
2024-08-22 09:30:10,0.5,"(20.0, 50.0)",1,1,1
2024-08-22 09:30:10,1.5,"(10.0, 20.0)",1,1,1
2024-08-22 09:30:10,0.0,"(40.0, 50.0)",6,3,6
2024-08-22 09:30:10,1.5,"(10.0, 50.0)",1,1,1
2024-08-22 09:30:10,1.5,"(20.0, 40.0)",1,1,1
2024-08-22 09:30:10,1.0,"(50.0, 20.0)",2,1,2
2024-08-22 09:30:10,1.5,"(10.0, 40.0)",1,1,1
2024-08-22 09:30:10,0.0,"(10.0, 20.0)",11,6,11
2024-08-22 09:30:10,1.0,"(20.0, 50.0)",3,2,3
2024-08-22 09:30:10,0.5,"(10.0, 20.0)",3,2,3
2024-08-22 09:30:10,0.0,"(20.0, 30.0)",5,3,5
2024-08-22 09:30:10,1.0,"(10.0, 20.0)",4,3,4
2024-08-22 09:30:10,1.0,"(50.0, 30.0)",4,1,4
2024-08-22 09:30:10,3.5,"(0.0, 20.0)",1,1,1
2024-08-22 09:30:10,0.5,"(10.0, 30.0)",2,2,2
2024-08-22 09:30:10,1.0,"(0.0, 40.0)",2,2,2
2024-08-22 09:30:10,0.0,"(10.0, 0.0)",8,2,8
2024-08-22 09:30:10,0.0,"(40.0, 0.0)",7,3,7
2024-08-22 09:30:10,0.0,"(40.0, 20.0)",12,3,12
2024-08-22 09:30:10,1.0,"(40.0, 10.0)",4,2,4
2024-08-22 09:30:10,0.0,"(50.0, 0.0)",2,2,2
2024-08-22 09:30:10,1.5,"(50.0, 10.0)",1,1,1
2024-08-22 09:30:10,1.0,"(30.0, 40.0)",6,3,6
2024-08-22 09:30:10,0.0,"(40.0, 10.0)",7,4,7
2024-08-22 09:30:10,0.5,"(40.0, 20.0)",1,1,1
2024-08-22 09:30:10,0.0,"(10.0, 50.0)",2,1,2
2024-08-22 09:30:10,1.0,"(40.0, 30.0)",3,2,3
2024-08-22 09:30:10,1.0,"(20.0, 20.0)",5,3,5
2024-08-22 09:30:10,0.0,"(30.0, 30.0)",10,4,10
2024-08-22 09:30:10,1.0,"(20.0, 10.0)",6,3,6
2024-08-22 09:30:10,0.5,"(30.0, 50.0)",3,1,3
2024-08-22 09:30:10,0.0,"(20.0, 0.0)",5,4,5
2024-08-22 09:30:10,1.0,"(40.0, 20.0)",3,3,3
2024-08-22 09:30:10,0.0,"(30.0, 40.0)",8,3,8
2024-08-22 09:30:10,0.5,"(0.0, 0.0)",1,1,1
2024-08-22 09:30:10,0.5,"(50.0, 30.0)",2,2,2
2024-08-22 09:30:10,0.0,"(0.0, 10.0)",3,3,3
2024-08-22 09:30:10,0.0,"(0.0, 0.0)",7,3,7
2024-08-22 09:30:10,0.5,"(40.0, 50.0)",1,1,1
2024-08-22 09:30:10,0.0,"(50.0, 30.0)",8,5,8
2024-08-22 09:30:10,1.0,"(20.0, 30.0)",3,2,3
2024-08-22 09:30:10,1.0,"(40.0, 0.0)",2,1,2
2024-08-22 09:30:10,1.5,"(10.0, 10.0)",4,1,4
2024-08-22 09:30:10,1.5,"(30.0, 30.0)",2,1,2
2024-08-22 09:30:10,1.0,"(0.0, 20.0)",1,1,1
2024-08-22 09:30:10,1.5,"(10.0, 0.0)",1,1,1
2024-08-22 09:30:10,1.0,"(50.0, 10.0)",3,2,3
2024-08-22 09:30:10,0.0,"(20.0, 40.0)",13,5,13
2024-08-22 09:30:10,0.5,"(30.0, 20.0)",1,1,1
2024-08-22 09:30:10,0.0,"(10.0, 40.0)",5,3,5
2024-08-22 09:30:10,1.5,"(10.0, 30.0)",1,1,1
2024-08-22 09:30:10,1.5,"(20.0, 50.0)",1,1,1
2024-08-22 09:30:10,0.0,"(0.0, 30.0)",8,3,8
2024-08-22 09:30:10,1.0,"(50.0, 0.0)",1,1,1
2024-08-22 09:30:10,0.5,"(30.0, 40.0)",1,1,1
2024-08-22 09:30:10,1.5,"(50.0, 40.0)",1,1,1
2024-08-22 09:30:10,1.0,"(30.0, 0.0)",1,1,1
2024-08-22 09:30:10,0.5,"(20.0, 20.0)",4,3,4
2024-08-22 09:30:10,0.0,"(40.0, 40.0)",8,2,8
2024-08-22 09:30:10,0.5,"(40.0, 30.0)",1,1,1
2024-08-22 09:30:10,1.0,"(30.0, 50.0)",2,2,2
2024-08-22 09:30:10,1.0,"(10.0, 40.0)",9,2,9
2024-08-22 09:30:10,1.0,"(30.0, 20.0)",6,2,6
2024-08-22 09:30:10,1.0,"(50.0, 50.0)",1,1,1
2024-08-22 09:30:10,0.5,"(50.0, 0.0)",1,1,1
2024-08-22 09:30:10,0.0,"(30.0, 20.0)",10,5,10
2024-08-22 09:30:10,1.0,"(20.0, 0.0)",2,1,2
2024-08-22 09:30:10,0.0,"(30.0, 50.0)",15,3,15
2024-08-22 09:30:10,1.0,"(40.0, 40.0)",5,3,5
2024-08-22 09:30:10,1.0,"(30.0, 30.0)",2,2,2
2024-08-22 09:30:10,1.5,"(40.0, 10.0)",3,1,3
2024-08-22 09:30:10,1.0,"(0.0, 50.0)",1,1,1
2024-08-22 09:30:10,1.5,"(40.0, 50.0)",2,1,2
2024-08-22 09:30:10,0.0,"(50.0, 20.0)",7,3,7
2024-08-22 09:30:10,0.5,"(50.0, 20.0)",1,1,1
2024-08-22 09:30:10,1.0,"(0.0, 30.0)",1,1,1
2024-08-22 09:30:10,1.5,"(40.0, 30.0)",2,2,2
2024-08-22 09:30:10,0.0,"(50.0, 40.0)",10,3,10
2024-08-22 09:30:10,1.0,"(0.0, 10.0)",2,2,2
2024-08-22 09:30:10,0.0,"(20.0, 50.0)",4,2,4
2024-08-22 09:30:10,0.5,"(30.0, 10.0)",2,2,2
